@relation 'data/M_multi_metrics_LC.csv-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R17,44,46,62-weka.filters.unsupervised.attribute.Standardize_principal components-weka.filters.unsupervised.attribute.Remove-V-R1-19'

@attribute 0.197WCHU_wmc... numeric
@attribute 0.281LDHH_fanIn... numeric
@attribute -0.282LDHH_numberOfAttributesInherited... numeric
@attribute 0.311WCHU_numberOfAttributesInherited... numeric
@attribute -0.308LDHH_numberOfPublicMethods... numeric
@attribute -0.456LDHH_noc... numeric
@attribute 0.347CvsExpEntropy... numeric
@attribute -0.357LDHH_dit... numeric
@attribute 0.328LDHH_dit... numeric
@attribute -0.445ck_oo_numberOfPublicAttributes... numeric
@attribute -0.343LDHH_numberOfPublicAttributes... numeric
@attribute '0.47 ck_oo_dit...' numeric
@attribute 0.417ck_oo_numberOfPrivateAttributes... numeric
@attribute 0.345ck_oo_fanOut... numeric
@attribute 0.419ck_oo_numberOfPublicAttributes... numeric
@attribute -0.444LDHH_numberOfPublicAttributes... numeric
@attribute 0.372LDHH_numberOfAttributesInherited... numeric
@attribute '0.43 CvsLogEntropy...' numeric
@attribute class {buggy,clean}

@data
-0.847839,-0.013614,-0.996465,1.274959,-0.14465,0.339519,-0.062853,0.706524,0.051839,1.821641,-0.69224,2.457956,-0.374861,-0.713269,-1.250434,0.668378,-0.020508,0.181321,clean
0.451178,-3.190509,2.156228,1.536217,-1.467945,0.225089,-0.369988,0.304042,0.310422,1.40254,1.088926,-1.437396,-0.476304,0.201882,-0.493798,-0.999002,-0.493943,-0.182638,clean
0.745897,0.375523,-2.288758,-1.372701,-1.106646,-0.348249,-0.335327,1.493011,1.592666,2.540778,-0.184802,-0.115599,1.330225,-0.94323,0.475693,-0.336842,-1.636072,0.457811,clean
-2.591416,-0.358399,-0.606073,0.364775,0.002764,-0.225114,-0.550173,-0.311251,-0.457914,0.56179,-1.702412,1.617657,0.256609,-0.824581,0.035955,0.400872,-0.560675,-0.086583,clean
-0.590409,-0.546853,-1.387122,1.45041,-0.692345,-0.816132,-2.348698,-2.475657,3.611867,-0.620027,1.514189,0.466467,0.026053,0.105817,-0.286801,-0.92009,0.301241,0.978498,clean
-1.506429,0.902267,-3.864983,2.788441,0.347675,-0.787212,-2.242257,-0.889936,0.454107,0.128454,-1.069268,1.309447,0.160631,-0.595367,0.408169,-1.427146,-0.520858,0.331468,clean
-1.218442,0.321272,0.18105,-0.617114,0.995109,0.351108,0.246345,-0.169788,-0.849084,-0.652258,0.52437,-0.798451,-0.427696,-0.06509,-0.061406,0.125055,-0.49883,-0.057162,clean
-1.035973,0.283068,-1.636821,-0.129965,0.501668,0.350389,0.401538,-0.267211,-0.523873,1.246116,0.009392,-0.107484,0.218811,-0.731224,1.382777,-1.021514,-0.177388,-0.191591,clean
1.123239,1.288542,-5.187273,0.434968,-1.776426,-0.387132,-0.642635,2.177224,-2.451944,0.493146,-0.764791,-0.963725,-0.662066,-0.899942,1.653092,-0.204596,2.480935,0.823877,buggy
3.291066,-0.966391,-0.205077,-1.665186,-0.051847,-1.918154,0.57281,0.479579,0.692196,-0.023044,-0.193574,-1.035997,1.11582,0.601342,0.811251,1.136637,0.385016,1.684274,clean
3.594882,3.886063,-8.431326,2.295709,-6.801759,-0.714493,-4.621502,-2.809808,2.254772,-2.126677,2.552766,-0.203262,-3.176396,-0.006046,0.297476,0.355049,2.335332,-2.071834,clean
-2.331278,-0.242528,-0.002629,-0.594098,0.395313,0.16986,0.189801,-1.113604,-0.893798,-0.117837,-0.97936,0.975362,0.201496,0.126701,-0.639486,0.703435,-0.053802,-0.327467,clean
-2.616282,-0.158039,0.447745,-0.582359,0.395633,-0.298044,-0.550668,0.764626,0.046632,0.222284,0.34795,-0.717911,-0.402204,0.472032,-0.037246,0.212454,-0.024654,0.361829,clean
-1.99731,-1.549969,1.168827,0.282827,-0.359295,-0.440545,-0.583584,0.498212,-0.14021,0.465916,0.015086,-1.317713,-0.802941,0.43961,-0.054378,-0.168564,-0.19776,0.28962,clean
-1.721519,-0.138106,0.272921,-0.658993,0.650685,0.843553,0.911415,-0.350087,-0.112357,0.495277,1.046301,-0.117716,-0.824965,1.316136,-0.450154,0.4168,0.11374,0.490009,clean
-2.579174,-0.199814,0.527724,-0.810585,0.516545,-0.343224,-0.448447,0.478282,0.040698,-0.012412,0.178486,-0.684057,-0.23582,0.186824,-0.180629,0.381414,0.204963,0.229099,clean
7.636405,3.425523,1.853769,2.013576,2.130004,3.387087,0.041423,-1.869134,-1.535506,-1.203997,0.424327,0.544941,0.844147,0.521753,-1.450134,-0.655738,-0.95799,-1.814305,clean
-1.325064,2.778441,1.98309,1.152782,-0.860081,-3.429005,1.227543,0.100046,0.163115,0.540738,0.020811,0.298882,0.364344,0.542178,0.232476,0.029714,0.163971,-0.330434,clean
-2.611151,-0.310377,0.234785,-0.486992,0.43827,-0.339925,-0.343253,0.698184,-0.108679,-0.553261,-0.27916,0.015032,-0.078197,0.152664,0.353322,0.325784,-0.030319,-0.02358,clean
-2.327785,0.003292,-0.043112,-0.747434,0.945665,0.000183,0.49293,-0.406087,-0.600022,-0.384388,0.119522,-1.160962,-0.388375,-0.040878,0.177708,0.344211,-0.463771,-0.284288,clean
3.74759,-12.946097,7.165667,7.550697,-7.380589,-0.621404,-0.041466,-3.027161,-0.945101,0.323797,-3.234405,-4.296994,1.182388,-0.839586,-1.123517,-3.169734,0.661649,-0.471926,clean
-2.673227,0.054231,0.290595,-0.628534,0.641222,-0.376305,-0.468824,0.585936,-0.108055,0.030733,0.096608,-0.973468,-0.476885,0.122357,0.056352,0.237035,-0.238682,0.185389,clean
-2.248018,0.065415,0.561362,-1.008244,1.137219,-0.843573,0.117635,-0.254617,-0.411233,-0.462592,-0.148186,-0.725906,-0.353216,-0.399062,-0.38148,0.723129,0.109524,-0.253784,clean
0.973727,-0.387959,0.157246,-0.541988,0.856023,0.898594,1.137051,-0.639028,0.295897,0.184994,1.028059,-1.030181,0.451131,-0.190339,-0.877705,-0.046583,-0.218264,0.232051,clean
-2.793682,-0.179987,0.823604,-1.409387,0.563333,-0.623294,-0.265934,-0.113136,-0.339838,-0.332116,-0.264347,-0.423706,-0.511259,-0.345839,-0.557455,0.865054,0.218252,-0.155597,clean
-0.161309,0.03418,0.639428,-0.906307,1.086,-0.490801,-1.183425,0.798343,0.15688,0.155307,0.213187,-0.812382,0.057009,-0.310964,-0.547923,0.407005,-0.104258,0.633833,clean
2.398234,8.613547,5.701762,1.659763,-1.026648,4.210729,-2.232845,0.651675,3.084757,1.035366,-3.248505,-0.899955,-0.650689,-0.674654,0.880308,0.14185,1.079815,-0.157816,clean
-2.70372,-0.728083,1.264982,-1.364247,0.149576,-0.367751,-0.165658,1.195288,0.604669,-1.735076,0.087948,0.658012,-0.41391,-0.495175,0.807174,0.897882,0.432622,-0.273944,clean
-2.614103,0.252272,-0.249249,-0.289065,0.758426,-0.709539,-0.332195,0.040256,-0.371467,0.101772,-0.563478,-0.290009,0.137365,-0.164185,0.21966,0.014065,-0.238806,-0.102407,clean
-2.401753,-0.112967,0.43851,-0.326396,0.35111,-0.099855,-0.418081,0.869487,0.070135,-0.133682,0.21413,-0.296601,-0.324128,0.512849,0.24373,0.167101,-0.168457,0.254315,clean
-1.728294,1.74162,-0.151915,0.84495,-0.071733,-0.187401,-1.610962,-1.471689,1.898358,-0.642825,-0.463317,-0.585173,-0.84046,-0.579656,0.521672,-0.427996,0.259517,0.130189,clean
-1.316042,-1.196012,0.843834,-2.098035,0.665847,-0.599221,0.451784,1.578346,1.206103,-2.492794,-0.562581,0.985418,-0.49003,-0.27991,0.474153,0.064189,0.116212,-0.478055,buggy
-2.043716,0.187181,-0.421604,-0.248969,1.006009,0.215217,0.604052,-0.777268,-0.555647,-0.40176,-0.663245,-0.321362,-0.003219,-0.422498,0.428013,0.249268,-0.472944,-0.408192,clean
2.231916,-1.999513,1.1209,-1.01187,-0.976962,2.326831,2.610112,-2.392586,-0.930006,1.059666,1.818739,0.675186,-1.310997,1.522377,-1.149011,0.41739,1.523399,0.629254,clean
-1.11393,0.506951,-0.791842,-0.369368,0.629883,0.862502,1.015486,-1.589759,-1.195607,-0.411179,-0.43846,0.186098,0.326637,-0.608053,0.626935,-0.124992,-0.509234,-0.876421,clean
-2.92025,-0.012104,0.118951,-0.809751,0.707654,-0.584627,-0.462858,0.618269,-0.07947,-0.007051,-0.067045,-1.074266,-0.454146,-0.177498,0.193039,0.230287,-0.102197,0.151487,clean
4.11019,0.918524,-1.519163,1.53314,1.484224,-0.137055,-0.665589,-2.511147,0.460508,-1.184567,1.629729,-0.097675,-0.259966,-1.400128,-1.262365,-0.602375,0.147621,0.221852,clean
-2.307774,-0.807812,0.967007,-1.06722,0.12448,-0.077836,-0.016402,0.460966,0.352904,-1.352712,-0.023708,1.295283,-0.079832,-0.255031,0.602071,0.765205,0.327426,-0.441883,clean
3.189396,-0.460707,-2.945333,0.933695,-3.027251,0.499311,-1.155644,-5.97662,0.952821,-2.410152,3.178975,-0.254308,-2.277579,1.0041,1.528406,-1.677024,-0.42358,2.113981,clean
3.076705,-0.578484,-0.179346,-1.752274,1.67398,0.112438,0.228118,1.021955,0.992538,0.681041,0.334478,0.049591,-0.911632,0.105098,-1.24131,-1.274415,0.434997,0.258328,clean
-2.310106,-0.497815,-0.167898,0.441223,0.198706,-0.010951,0.043741,0.583786,-0.090684,0.247918,-0.59395,0.387722,-0.511653,-0.59826,-0.204831,0.719013,-0.55845,0.699606,clean
-1.233673,0.284991,0.150469,-0.629863,0.999784,0.327485,0.251837,-0.171713,-0.864723,-0.650421,0.536335,-0.796586,-0.427458,-0.070791,-0.060805,0.121722,-0.502285,-0.063456,clean
0.101593,3.919525,2.408378,0.448645,-0.122888,1.763884,-1.458863,0.599388,1.101158,0.648947,-1.237156,-0.32355,-0.339559,-0.324094,0.138557,-0.018256,0.327111,0.060683,clean
-1.80724,1.539998,-9.400812,9.37458,0.321996,-0.308908,-0.297796,2.521641,1.372057,-0.399166,-2.116551,-0.495542,-1.445731,0.933395,0.153634,0.774182,2.155157,0.327633,clean
-2.733859,-0.183389,0.887385,-1.357014,0.533614,-0.594291,-0.28603,-0.10235,-0.337477,-0.34293,-0.245443,-0.413611,-0.503225,-0.29927,-0.562836,0.870007,0.192481,-0.147059,clean
-2.478206,0.088869,-0.685683,0.537423,0.210034,-0.113395,-0.884399,-0.040538,-0.480126,0.67435,-1.115595,1.220992,0.778912,0.599128,0.025123,-0.266471,-0.366084,0.085424,clean
-1.853663,-0.604218,0.192885,0.748169,0.094832,0.03985,-0.349334,1.830953,0.086342,-0.971824,1.076525,-0.191304,0.171827,1.141779,1.493733,-0.33544,-1.101964,-0.018651,clean
-2.232177,-0.815994,0.939922,-1.0294,0.092166,0.038574,0.016274,0.476027,0.367232,-1.248773,0.135585,1.523287,-0.056276,0.005592,0.500248,0.771735,0.362248,-0.354049,clean
-2.79426,-0.402026,0.656932,-1.072056,0.146565,-0.428458,-0.805703,0.045795,-0.041939,0.135749,-0.367258,0.611589,0.062496,0.056584,-0.56729,0.594446,0.480699,0.066517,clean
-1.883012,-0.883987,0.957376,-0.11212,0.015971,-0.031343,-0.31011,0.680182,0.209354,0.418063,0.50122,-0.610625,-0.608888,0.772877,-0.071799,0.048141,0.250549,0.641584,clean
-1.40595,-0.974375,1.039867,0.304357,-0.11494,0.02365,-0.613567,0.638276,0.031216,0.223623,1.12582,-0.774114,0.145022,0.799819,-0.292784,-0.049554,-0.592939,-0.083456,clean
-2.374586,-0.229506,-0.024997,-0.603637,0.416789,0.112946,0.162562,-1.116982,-0.92499,-0.179328,-1.041548,0.903726,0.23194,0.030796,-0.597343,0.699234,-0.092287,-0.379657,clean
-2.127873,-0.00387,0.148385,-0.669059,0.855915,0.229196,0.619796,-0.462936,-0.452057,-0.193875,0.200288,-1.061525,-0.560903,0.157017,0.062936,0.343528,-0.324242,-0.111948,clean
-0.612846,-0.574597,-1.070897,0.989084,0.623352,0.257621,0.319802,0.712383,-0.327919,0.462492,-0.650124,0.992837,-0.423736,-0.012726,-0.889079,0.936179,0.202693,1.20905,clean
-1.776176,0.610999,-1.686356,1.052935,0.247717,-1.806956,-1.838002,-2.107656,0.910787,-0.569561,-0.282307,1.416759,-0.621671,-0.576559,-0.260527,-0.560075,-0.138539,0.529337,clean
0.015055,-1.205011,0.689747,0.76562,0.159174,1.239549,1.042679,-0.867963,0.054011,0.636525,1.047415,-0.242202,0.474698,1.063224,-0.651119,-0.36453,0.242983,0.076011,clean
1.029925,0.178467,-0.208508,-0.213707,2.03547,0.265601,-0.473973,-0.034527,-0.408511,0.473028,0.591503,0.089246,-0.04178,-0.937136,-0.966523,-0.233813,-0.25266,-0.143466,clean
0.420846,-1.346679,1.177587,-0.071361,-0.419017,-0.019334,-0.698913,0.576913,0.04638,-0.743766,1.155858,-0.831756,1.55769,0.829839,-0.921381,0.03153,0.010534,0.841327,clean
-0.826942,-1.622129,2.148095,-0.498958,-0.787592,0.691044,-0.297246,0.456841,1.078319,0.968087,2.119972,0.566263,0.255194,1.371918,-1.512218,0.335692,1.088612,0.47137,clean
-1.670108,-2.088182,0.950377,0.545342,-0.7533,-0.09087,0.172488,-1.089217,-0.571017,-0.263727,-1.397083,0.129338,0.642875,-0.575611,-0.685439,0.257999,0.345551,-0.137038,clean
0.010683,-5.552686,2.903431,2.765397,-2.936376,-0.205609,0.209023,-1.729197,-0.614885,-0.110165,-1.979415,-1.319649,0.901826,-0.688922,-0.909131,-0.931081,0.555034,-0.151483,clean
-1.557373,-0.172235,0.226668,-0.539834,0.791824,0.607349,0.861605,-0.363236,-0.140235,0.103638,0.817958,-0.607161,-0.638275,0.361055,-0.043079,0.31962,-0.396607,-0.263568,clean
-2.875037,-0.241455,0.394601,-0.86644,0.098108,-0.468238,-1.013816,-0.198945,-0.12702,0.35018,-0.955782,1.134917,0.171021,-0.266055,-0.431082,0.513186,0.27874,-0.105201,clean
2.824846,1.989484,-1.335386,0.412269,-1.646999,1.463047,-1.222909,-0.161723,-2.637257,0.046376,0.1916,0.628713,0.746029,0.134232,0.125183,-1.309763,-0.246521,0.088373,buggy
0.142572,0.182216,-2.162926,-1.225685,-1.284847,-0.261695,0.01628,1.304696,1.981176,2.646042,-0.28903,-0.181682,1.407817,-0.53776,0.73763,-0.102915,-1.704589,0.261904,clean
3.136148,-0.19347,-0.953311,-0.393144,0.979802,-0.323901,0.841036,0.599513,0.114772,-0.432517,-0.465217,1.254809,0.410547,-1.416252,-0.740401,-0.176828,-1.066499,-0.080003,clean
-1.954691,-0.123287,0.119757,-0.542742,0.960662,0.168591,0.524767,-0.475954,-0.609395,-0.27303,0.282641,-1.070032,-0.452869,0.243405,0.08523,0.428001,-0.47762,-0.328684,clean
-0.764082,0.194793,-0.022529,-0.319807,0.922248,-0.265993,0.681216,-0.827274,-0.431273,-0.133576,-0.012702,0.084101,0.748016,0.026237,-0.494121,0.222218,-0.780305,-0.057262,clean
-2.156784,-0.32545,0.440082,-0.268069,0.477248,-0.208328,-0.35029,0.401582,-0.172859,-0.390444,0.621307,-1.023861,0.302038,0.431048,-0.021703,0.104389,-0.29284,0.087763,clean
-2.745058,0.120761,-0.9901,0.445111,0.636114,-0.44057,-0.398513,0.86766,-0.14662,0.214546,-0.649463,-0.512855,-0.295163,0.014116,0.040074,0.367532,0.305723,0.061492,clean
-2.719221,-0.401322,0.370031,-0.663677,-0.027801,-0.405011,-1.051161,-0.275357,-0.134189,0.383382,-0.901041,1.307225,0.579906,0.066651,-0.510678,0.355728,0.45252,-0.063422,clean
-2.395674,0.023722,-0.219911,-0.29481,0.442102,-0.143771,-0.633058,0.219868,0.228631,0.695352,-0.221448,0.602026,0.110424,-0.120087,0.270643,-0.149278,-0.194821,-0.136172,clean
-0.469534,0.332427,-2.025186,0.625897,0.956547,-1.154204,-1.611202,-0.758939,1.659066,-0.021204,0.218492,0.251532,-1.321913,-1.098596,-0.989264,0.314729,0.068186,0.82836,clean
-0.298797,0.573039,-0.021717,-0.24127,0.856769,-0.065667,-1.342037,0.510675,-0.889695,-0.00578,0.397186,-0.121638,0.220333,-0.63672,-0.519027,-0.512388,-0.31714,0.105405,clean
0.218142,-2.221003,1.718866,0.614098,-0.620551,1.71348,1.331881,-1.344896,-0.716627,-1.318378,0.741352,2.970438,-0.617889,3.87397,1.086149,0.215266,-0.398932,2.257345,clean
3.555393,3.880372,-0.614876,0.513409,-1.374839,1.205513,-1.142428,-0.060808,-2.224206,-0.046912,-0.477442,0.619081,0.742563,-0.078212,0.329128,-1.076911,-0.189502,0.511852,clean
3.054285,10.735895,8.239876,4.468107,-2.053232,-2.570248,2.448303,0.075308,2.213286,1.045353,-1.044751,0.417888,-0.135458,1.742227,0.152261,0.16433,0.695501,0.320633,clean
6.453441,3.243824,-5.925104,5.505362,1.653678,2.191861,0.217173,-0.853337,-0.804703,0.609355,-1.513276,1.607266,-0.760602,-2.455118,-1.129475,-0.150373,0.329842,-0.052829,buggy
-2.283161,-0.152844,0.357446,-0.335482,0.532802,-0.165705,-0.431299,0.53497,-0.188263,0.001923,0.493619,-0.709265,-0.204183,0.612413,-0.124271,0.21186,-0.348603,0.205241,clean
-1.770483,0.141722,-1.282049,1.113401,0.960745,0.337067,0.736425,0.63787,-0.324118,0.061697,0.39506,-1.83196,0.160876,0.823169,1.732652,-0.982582,-1.006787,0.098237,clean
0.869108,1.901034,0.254712,-0.540385,-0.472789,-0.181946,1.803271,-1.890491,-1.064532,0.856972,0.20759,0.971278,0.300807,-1.620725,0.283717,-0.147858,-0.300435,-1.799899,clean
-1.840962,-0.141795,0.214235,-0.609527,0.764578,0.405716,0.711774,-0.378834,-0.198596,0.1278,0.517687,-0.877819,-0.577415,0.140245,-0.043311,0.235895,-0.280909,-0.148624,clean
-2.554683,-0.038959,-0.316595,-0.020847,0.538524,-0.390058,-0.644609,0.156632,-0.375757,0.059125,-0.666061,-0.032005,0.459994,0.104927,0.201844,-0.08048,-0.277189,-0.051577,clean
-1.068111,-0.810807,0.662343,-0.151266,0.542779,0.581618,0.864971,-0.537953,-0.312726,-0.012406,0.624935,-0.809131,-0.616254,0.671965,-0.049672,0.184594,0.019133,0.224526,clean
-1.615695,-0.116069,0.26045,-0.636284,0.696298,0.940325,1.010533,-0.421849,-0.099501,0.521056,1.12283,-0.067108,-0.846961,1.397914,-0.512682,0.426074,0.127301,0.528908,clean
-3.016459,-0.152104,0.935516,-1.391075,0.390249,-0.782808,-0.640477,0.273451,-0.171911,-0.17739,-0.300325,-0.356667,-0.543585,-0.295761,-0.554431,0.813164,0.277197,0.030769,clean
8.537992,0.123983,-7.029191,7.456853,3.107169,1.726957,1.702164,3.749804,-0.426237,-0.119416,1.375414,-1.704572,0.677439,2.155184,-1.999989,-1.004206,1.312417,-1.780598,clean
-2.724034,0.044154,0.238284,-0.636256,0.635312,-0.565205,-0.304143,0.505523,-0.162162,0.043969,0.036565,-0.987249,-0.498539,0.01432,0.056504,0.195286,-0.198308,0.195439,clean
-1.829777,-0.73528,0.62608,0.315674,0.073503,0.051442,-0.315316,1.461991,0.050661,-1.173702,1.01478,0.168181,0.070271,0.963397,0.971207,0.047708,-0.863016,-0.081423,clean
-2.299594,-0.074296,-2.03361,1.978925,-0.139514,0.345307,0.006931,-0.651514,-1.250021,0.723536,-2.910885,2.570247,1.123288,-0.285663,0.338451,0.049467,-1.164397,-0.016831,clean
1.999628,-0.481198,1.991054,-0.52758,-1.222916,1.693792,0.763739,-0.854365,0.372152,0.594164,1.047218,0.559898,0.338216,1.554076,-1.253038,0.793067,1.105821,0.387978,clean
1.492904,-0.417643,0.111226,-0.752089,0.698233,0.613026,-0.304007,0.469918,-0.278068,2.125341,1.813007,0.046974,-1.618357,-0.265358,-0.99505,-0.421631,0.148019,0.357338,clean
-0.363326,0.147195,-0.311646,-1.08496,0.371065,1.57927,2.154887,-0.995539,0.346279,1.360679,1.563828,-0.180653,-0.827747,-0.24133,0.041912,0.368933,-0.218355,-1.280773,clean
-1.637436,0.322748,-1.167944,0.031812,-0.307063,0.177762,-0.362623,0.852247,0.96689,2.504587,0.330631,0.217169,0.229302,-0.778251,1.060471,-0.793267,-0.404253,-0.891073,clean
0.632828,-0.423021,-1.782087,1.736808,0.246584,-0.044679,-1.086181,-4.247626,2.21767,-0.537993,1.757805,0.012,-1.137284,-0.773363,0.004679,-0.791891,-0.890216,-1.099885,clean
3.46601,-7.911687,4.925713,6.102613,-4.989963,1.995862,1.300623,2.923808,1.535334,-1.145954,2.933923,2.637669,0.142916,1.992458,0.086597,0.754822,-0.890249,1.844362,clean
-2.137499,-0.170454,-0.501832,0.684397,0.082701,0.059784,-0.775011,-0.077594,-0.367076,0.647429,-0.691305,1.286916,0.996297,0.910986,-0.09993,-0.31132,-0.245838,0.192177,clean
0.64214,0.154642,1.583114,0.185216,1.083353,0.549359,-0.392321,0.456399,1.446449,0.255826,0.079511,-1.312655,0.854121,-0.054775,-0.391523,0.210629,0.410789,0.802511,clean
-2.177531,-0.346901,1.335776,-0.9955,0.143312,-0.122876,-0.402713,0.061497,-0.041584,-0.637639,0.104866,-0.23436,0.009227,0.085413,-0.452477,0.77825,0.325573,-0.213214,clean
-2.607055,0.143531,-0.865587,0.51294,0.564991,-0.277487,-0.36079,0.881731,-0.059971,0.326027,-0.539929,-0.372665,-0.352324,0.228785,-0.049335,0.379585,0.370694,0.17958,clean
4.140175,-1.36181,2.391356,-0.206828,-1.771763,4.11902,3.632405,-3.889888,-0.220652,1.695341,2.622491,1.724201,-1.044478,3.730352,0.369207,0.020312,1.238489,1.356041,buggy
1.512543,-0.578754,0.212155,-3.04566,1.536125,-0.49023,0.485851,1.453204,0.438533,-2.833981,-1.172542,1.007861,-1.425715,-0.333313,-0.958388,-1.606396,0.080216,-1.4802,buggy
-2.737233,-0.254963,0.350142,-0.752069,0.565859,-0.440998,-0.193702,1.060252,0.293359,-0.747341,0.079673,-0.585186,-0.460594,-0.288345,0.849034,0.270094,-0.040784,0.025692,clean
-2.349803,-0.167102,0.290586,-0.398238,0.571162,-0.213473,-0.39627,0.516813,-0.174927,0.023063,0.433267,-0.739488,-0.237144,0.52296,-0.103069,0.209942,-0.289093,0.210698,clean
-0.651903,-0.070454,-1.398875,-0.137509,0.455673,0.810056,1.366484,-1.418265,-0.765183,0.579244,-0.042859,-0.293924,0.619567,-0.833973,1.322353,-0.779929,-0.129139,-0.693182,buggy
-2.773711,-0.07926,0.264865,-0.734727,0.505993,-0.338743,-0.473235,0.74464,0.043485,0.339183,0.238046,-0.649329,-0.587724,0.37497,-0.040405,0.249739,0.021762,0.402659,clean
-1.139257,-3.230494,1.567757,1.24327,-1.495159,-0.105819,0.247358,-1.305913,-0.514415,-0.252202,-1.578683,-0.349823,0.877941,-0.61827,-0.780732,-0.182368,0.575297,-0.092575,clean
-1.757817,-0.77684,-0.428771,-0.050325,-0.55982,-0.434632,-0.694328,0.312383,0.067397,0.708757,-0.473218,-0.131561,1.19333,-0.74711,1.084811,-0.96596,0.959978,0.370277,clean
-0.457582,-0.307012,0.468795,-0.933533,0.296623,-0.160429,-0.609263,0.742194,-0.008271,-0.303585,0.602368,-0.514343,0.332376,0.342738,-0.838982,0.385964,-0.154713,0.947826,clean
2.35346,2.057016,-1.425737,0.293742,-1.612573,1.202384,-1.493871,0.005966,-2.806464,-0.304777,0.065442,0.580976,0.963111,0.225745,0.349766,-1.108041,-0.31492,0.072089,clean
0.237741,0.694607,1.804644,0.526995,0.042096,1.648183,-0.274162,0.47544,0.639318,1.340371,1.476317,-0.102613,-0.752,1.066238,-0.724491,-0.06717,-0.750395,-0.021179,clean
2.532314,1.094017,-1.013886,-2.705009,-3.422116,0.369846,-0.312632,-0.285783,-2.095447,-0.12052,-0.670905,-0.869489,0.29176,-1.664725,2.002725,-0.425525,3.494255,0.970082,clean
-0.087806,-0.220553,-0.046693,-0.728764,-0.570375,1.112535,0.77963,0.139301,0.496063,2.211955,1.813754,-0.025948,-0.453058,-0.248205,-0.011893,-0.223557,-0.189066,-1.01181,clean
-2.052668,-0.050814,0.084648,-0.383849,0.205609,0.066212,-0.586015,0.682377,0.785923,1.418204,0.528457,0.210385,0.040925,-0.215222,-0.149966,-0.230122,-0.06242,-0.239144,clean
-2.348333,0.134212,-1.028298,0.44917,0.921211,-0.414379,-0.339117,0.745926,-0.223025,0.15418,-0.668923,-0.524292,-0.306766,-0.106605,-0.01258,0.351564,0.372356,0.063745,clean
1.161505,-0.053072,-0.316097,-1.193769,0.550769,2.12152,2.615619,-0.577217,1.200473,2.010887,2.444145,0.547145,-1.090476,-1.127103,0.190701,-0.063325,0.012331,-1.588524,clean
3.811239,2.16506,-5.878535,0.835768,-5.183404,1.336338,-0.859362,2.510085,-2.39124,1.329371,1.290992,0.441479,0.095755,0.790044,-0.081501,0.189531,2.796601,-1.81565,clean
4.538514,-1.291441,0.253716,-1.496524,0.169935,-0.01608,-1.108639,2.573561,1.293824,1.863458,1.628275,0.514996,-0.41125,-0.756144,-1.787328,-1.705259,0.013891,1.999885,clean
5.431762,-0.643502,-1.167343,-1.940194,1.57789,1.13122,2.128751,-1.637142,-1.568711,0.322136,0.968939,-1.056107,-0.193752,-2.321749,0.323676,-0.615476,1.289547,0.827362,clean
0.727081,-7.180554,3.762835,5.298825,-4.204184,0.148288,0.874937,1.830677,-0.232237,-0.893576,-1.611225,-0.534464,-3.073753,-2.114206,0.485785,0.575796,-2.766921,1.042573,clean
-1.342603,-0.064055,-2.093104,3.327676,0.092355,0.468964,-0.155273,2.323571,-0.108292,0.354287,0.767882,-0.522084,0.015294,2.421433,-0.018452,0.240493,0.393826,0.176947,clean
-2.701999,0.158111,-0.82541,0.339749,0.360156,-0.305499,-0.872321,-0.060626,-0.470531,0.578755,-1.313468,0.993261,0.752372,0.214497,0.166366,-0.246696,-0.310425,-0.001462,clean
-1.381181,0.02675,-0.847977,-0.717615,-0.266876,0.422401,0.234758,-1.114928,0.038046,1.57874,-0.706271,1.715589,0.547443,-1.272964,0.1847,0.176732,-0.160965,-1.497321,clean
-0.440307,0.625547,-0.397084,-0.737158,-0.080485,0.490621,-0.233287,0.44982,0.857177,2.142903,1.010181,0.29584,-0.105125,-0.988977,-0.337089,-0.063102,-0.322162,-1.451634,clean
-1.872381,-0.30827,0.428215,-0.534613,0.42673,0.116337,-0.058332,0.593518,0.687957,0.743928,0.858903,-0.629472,-0.177036,0.004314,-0.206094,-0.000803,0.225608,0.059924,clean
10.777073,9.435047,5.519253,1.072886,1.033779,3.25548,1.195283,-1.548706,0.066456,-0.990154,-0.781888,0.592961,-1.704087,0.092213,0.396416,-1.85751,-0.312988,1.595829,buggy
-2.092942,-0.033135,0.699915,-0.526623,0.438049,-0.239299,-0.670349,0.46478,-0.224412,-0.559197,0.369608,-0.900583,0.253847,0.05157,-0.377711,0.192383,-0.035196,0.054237,clean
-1.580492,-0.291517,-0.743711,0.430525,0.626421,0.232479,0.34033,-0.575841,0.007411,0.413548,-0.209278,-0.305556,0.932123,-0.330255,0.77988,-0.563449,-0.252869,-0.539569,buggy
-1.302504,-0.604573,-1.13519,1.832665,-0.857013,-1.287284,-2.433154,-2.596428,2.588652,-0.999,1.386406,0.495246,-0.774756,0.350811,0.106283,-0.878195,-0.088197,0.54217,clean
-1.879033,0.332274,-2.185902,1.056636,0.249955,-1.072771,-2.427249,-2.361008,0.985965,-0.451781,-0.79687,1.854648,-0.28415,-0.725046,-0.137123,-0.662112,-0.157269,0.385904,clean
